0,"noun [mass noun]
The entrails and internal organs of an animal used as food:
eating pieces of braised ___ turned his stomach
[count noun] :
a ban on infective ___s being fed to pigs
[with modifier] :
beef ___
• Waste material:
the packing plant dumped its ___ into the stream
• Decomposing animal flesh:
gulls pecking at piles of ___ from the narwhal hunt",4/7/2017,offal,,,
,"noun
A marine echinoderm having a spherical or flattened shell covered in mobile spines, with a mouth on the underside and calcareous jaws. うに",4/14/2017,sea urchin,,,
,"noun (plural ___s) [usually in singular]
1A division or contrast between two things that are or are represented as being opposed or entirely different:
a rigid ___ between science and mysticism
2 [mass noun] Botany Repeated branching into two equal parts.",4/16/2017,dichotomy,," /dʌɪˈkɒtəmi, dɪˈkɒtəmi/",
12,"noun
A small sealed glass capsule containing a liquid, especially a measured quantity ready for injecting:
an ___ of adrenaline",11/27/2016,ampoule,(US also ampul or ampule /ˈampjuːl/),,
12,"noun
An unmarried woman, typically an older woman beyond the usual age for marriage.",12/3/2016,spinster,,,
0,"noun
A person who tells anecdotes in a skilful and amusing way:
a colourful ___",4/17/2017,raconteur,,/ˌrakɒnˈtəː/,
,"VERB

[NO OBJECT]
Secretly listen to a conversation.
‘my father ___d on my phone calls’",4/19/2017,eavesdrop,,,
15,"NOUN

1US historical A body of men summoned by a sheriff to enforce the law.
2 informal A group of people who have a common characteristic or occupation.
‘tea was handed round by a ___ of mothers’",4/20/2017,posse,,,
,"e__ NOUN

Zoology 
A marine invertebrate of the phylum ""_*_"" , such as a starfish, sea urchin, or sea cucumber.",4/23/2017,echinoderm,* Echinodermata,/ˈɛkɪnə(ʊ)dəːm//ɪˈkʌɪnə(ʊ)dəːm/,
,"NOUN

A semi-arboreal weasel-like mammal found in Eurasia and North America, hunted for its fur in some countries. テン属
See also stone ___
and See also pine ___",4/24/2017,marten,,,
0 16,"p__ ADJECTIVE

1Denoting an artificial body part, such as a limb, a heart, or a breast implant.
‘she has learnt to walk again using ___ legs’",4/21/2017,prosthetic,,,
15 16,"NOUN

1A Spanish or Portuguese nobleman of the highest rank.‘The atmospheric spot is decorated like a Spanish ___'s mansion.’
1.1 A person of high rank or eminence.
‘several City ___s and eminent lawyers’",4/18/2017,grandee,,,
oc 10 15 14,f_7_ adj 1 ~(with sb); ~(at sth/sb) very angry: She was absolutely ____ (at his behaviour). 2 violent; intense: a ____ storm/struggle/debate.,,furious,,,
0 1 5 17,"o__ noun
A bird that resembles the blackbird, especially the ring ___. See also water ___. クロウタドリ",3/28/2017,ouzel,(also ousel),/ˈuːz(ə)l/,
0 0 9,"q__ adjective
In a state or period of inactivity or dormancy:
strikes were headed by groups of workers who had previously been ___",1/17/2017,quiescent,,,
6 oc0 14 15,"e__ adjective Psychology
Relating to or denoting mental images having unusual vividness and detail, as if actually visible:
an ____ memory",10/6/2015,eidetic,,/ʌɪˈdɛtɪk/,
0,"v__ adjective
Serving as a farewell:
a ___ wave
noun 
A farewell address:
this book of memoirs reads like his ___",4/26/2017,valedictory,,,
,"noun
Each of several items in a list, preceded by a _*_ symbol for emphasis:
use ___s to remind you what to say",4/30/2017,bullet point,* bullet,,
,"adjective
Living in trees:
___ rodents
• Relating to trees.",5/3/2017,arboreal,,/ɑːˈbɔːrɪəl/,
oc oc0 9 15,"n (usu the ____) [pl](anatomy) the large internal organs of the body, eg the heart, the lungs, the bowels, etc. +___l adj 1(fml)(of feelings, etc) not rational; following one's instincts: the sheer ___l excitement of a motor-bike ride.",3/19/2011,viscera,,,
0,"verb
1 [with object] Decisively put an end to:
a spokesman has ___d the rumours
• archaic Render (something regarded as dangerous) temporarily harmless:
feudal power in France was ___d, though far from killed
2 [with object and adverbial] Wedge (someone or something) somewhere:
he soon ___d himself against a wall
• [with object] archaic Prevent (a wheel or other rolling object) from moving or slipping by placing a wedge underneath:",5/2/2017,scotch,,,
,"noun
A small Arctic whale, the male of which has a long forward-pointing spirally twisted tusk developed from one of its teeth. イッカク",5/4/2017,narwhal,,/ˈnɑːw(ə)l/,
,"adjective
1Resembling or consisting of small grains or particles.
• Having a roughened surface or structure.
2technical Characterized by a high level of ___ity:
a ___ database",5/6/2017,granular,,,
0,"noun
A recurrent theme throughout a musical or literary composition, associated with a particular person, idea, or situation:
there are two ___s in his score marking the heroine and her Fairy Godmother",5/1/2017,leitmotif,(also leitmotiv),/ˈlʌɪtməʊˌtiːf/,
