,"VERB
[NO OBJECT]
Munch or chew noisily or vigorously.
‘she __d on a roll’ 
NOUN
A chewing noise or action.
Phrases
___ at the bit
Be restlessly impatient to start doing something.
‘some students are __ing at the bit to learn’",5/7/2019,chomp,,,
,"NOUN

1mass noun The insertion of something of a different nature into something else.
‘the ___ of songs into the piece’
count noun ‘this passage is clearly an ___ by some later narrator’
1.1Mathematics The insertion of an intermediate value or term into a series by estimating or calculating it from surrounding known values.
‘yields were estimated using linear ___’
as modifier ‘the ___ formula’
2A remark interjected in a conversation.
‘as the evening progressed their __s became more ridiculous’",5/8/2019,interpolation,,,
0 0 4,"b__ NOUN

The rounded seed capsule of plants such as cotton or flax.
‘Sterile flowers soon fall off the plant without forming the __s that are the source of cotton textile fibers.’",5/6/2019,boll,,/bəʊl/,
8,"NOUN

mass noun
1The formation of a word from a sound associated with what is named (e.g. cuckoo, sizzle).
1.1 The use of ___ for literary effect.
‘The only words that appear are a few ___ such as ‘ring,’ ‘poff’ and ‘boom.’’",5/10/2019,onomatopoeia,,/ˌɒnə(ʊ)matəˈpiːə/,
8,"ADJECTIVE

Broad and sturdily built.
‘he had a short, ___ body’  
‘He sat up, revealing broad, ___ shoulders and thickset arms to go along with him.’",5/12/2019,stocky,,,
,"r__ ADJECTIVE

Attractive and impressive through being richly colourful or sumptuous.
‘she was ___ in a sea-green dress’  
‘It was shiny from top to toe, ___ with black beads and sequins so that it glimmered and glistened.’",5/11/2019,resplendent,,,
6,"NOUN

A word, phrase, or sequence that reads the same backwards as forwards, e.g. madam or nurses run.
‘The word is a ___, reading the same backwards and forwards - or, to put it more cynically, making little sense whichever way up you hold it.’",5/9/2019,palindrome,,,
,"VERB

[NO OBJECT]
1(of food) make a hissing sound when frying or cooking.
‘the bacon began to ___ in the pan’
2informal Be very hot.
‘we __d in blazing sunshine this week’
2.1 Be very exciting or passionate.
‘they simply ___ as their affair develops’",5/14/2019,sizzle,,,
,"NOUN

1A small shiny disc sewn on to clothing for decoration.
‘satin dresses trimmed with pearls and __s’  
2historical A Venetian gold coin.",5/15/2019,sequin,,,
9,"NOUN

A small herd or school of marine animals, especially whales.
‘a ___ of 500 dolphins frolicking in the bay’  
‘In two decades operating on the banks, Scott has seen three generations of dolphins born, and recognises numerous individual animals within the resident __s.’",5/16/2019,pod,,,
,"NOUN

mass noun
Exemption from punishment or freedom from the injurious consequences of an action.
‘the ___ enjoyed by military officers implicated in civilian killings’
‘protestors burned flags on the streets with ___’",5/17/2019,impunity,,,
,"NOUN

mass noun
1Weight in tons, especially of cargo or freight.
‘road convoys carry more ___’  
1.1 The size or carrying capacity of a ship measured in tons.
‘a galleon of greater ___ than any ship Kit had sailed’
count noun ‘a ship with a gross ___ of 552’",5/18/2019,tonnage,,,
0 8 9 10,"p__ NOUN

Architecture 
1A row of columns surrounding a space within a building such as a court or internal garden or edging a veranda or porch. 
1.1 A space such as a court or porch that is surrounded or edged by a ___. 
‘One should perceive a bit further in the distance the colonnade forming the ___ of the temple of Berecynthia.’",5/23/2019,peristyle,,,
9 10,"NOUN

formal 
A meal.
‘a sumptuous ___’  
‘Divided by season, the book includes recipes from 20 of the California Bay Area's best chefs who use local, seasonal ingredients for their tasty __s.’",5/20/2019,repast,,,
