oc oc0 oc1 11,e_7_ v ~sb/oneself (in sth) (often passive) to involve sb/oneself deeply in an argument or a difficult situation: [Vnpr] I don't want to become/get ___d in their quarrels. +They are ___d in a war against their will.,,embroil,,,
18,"noun
A sudden sharp pain or painful emotion:
Lindsey experienced a sharp ___ of guilt
the snack bar will keep those hunger ___s at bay",9/16/2016,pang,,,
,"noun [mass noun]
A hard, typically green stone used for ornaments and implements",9/23/2016,jade,,,
oc oc0 17,PHR V to watch sth without becoming involved in it oneself: Passers-by simply ___d ____ as he was attacked and robbed.,2/15/2011,look on,,,
oc oc0 11 10,n__ not nice; unpleasant; unkind; full of spite; morally bad; dangerous; threatening,,nasty,,,
oc oc0 oc1 oc1 oc1 oc2 18 17 18,adj reproducing by division of biological cells,,fissiparous,,,
12 17,"noun archaic
A fatal epidemic disease, especially bubonic plague:
neither prayers nor demonstrations halted the advance of the ___
[mass noun] :
she died of ___",6/21/2016,pestilence,,,
oc, _4_ adj ~ (for sth) eager and enthusiastic; keen: a ____ reader/collector of old coins + ____ for news of her son. + ___ity n. ___ly adv.,6/25/2011,avid,,,
oc,"n 1 the bottom part of a tree left in the ground after the rest has fallen or been cut down. IDM on the ____(infml)(esp of a politician before on election) going to different places and trying to raise support, esp by making speeches. v 1 to be too difficult for sb: I'm ___d 2 to walk in a stiff or noisy way",9/15/2011,stump,,,
oc oc0 19 18 19,"s_r_ adj 1 (of sounds, voices, etc) high-pitched and loud, esp in an unpleasant way 2 (sometimes derog)(of a protest, demand, etc) loud and forceful: ____ complaints/criticisms.",,shrill,,,
oc 19,to be destroyed; to die; (of rubber) to rot; to lose its elastic quality.,,perish,,,
oc oc0 oc1,"t__ n(a) [U,C usu pl] severe physical or mental suffering (b) [C usu sing] a thing or person that causes this: His shyness made public speaking a constant ____ to him.",,torment,,,
oc oc0 oc1,adj (a) not allowed by law; illegal: ____ alcohol/drugs. (b) not approved by the normal rules of society: ____sex/pleasures. +___ly adv.,7/23/2012,illicit,,,
10,"noun
A single piece of cloth wrapped round the hips, typically worn by men in some hot countries as their only garment.",7/6/2016,loincloth,,,
4 4 17 17,"adjective
Poor; needy:
a charity for the relief of ___ artists
noun",1/26/2016,indigent,,,
,"Ⅰ noun An open pastry case containing a sweet or savoury filling:
an apple ___
Ⅱ A woman who dresses or behaves in a way that is considered tasteless and sexually provocative:
Ⅲ Sharp or acid in taste:
a ___ apple",10/4/2016,tart,,,
oc oc0 oc1 17,"e__ v (fml) 1 ~sth (in sth) to express the essential facts, ideas, etc of sb/sth in a brief and simple way; to summarize sth: [Vnpr] The whole miserable holiday is ___d in that one photograph. 2 to isolate and preserve the memory of intimacy between the lovers. ___ion n[U].",3/22/2012,encapsulate,,,
oc oc0 10 10,property inherited from one's father or ancestors.,,patrimony,,,
,"verb [with object] (it ___s someone to do something) formal
It is a duty or responsibility for someone to do something:
it ___s the House to assure itself that there is no conceivable alternative",10/6/2016,behove,(US behoove /bɪˈhuːv/),,
,"adjective
(Of a woman) plump, with a full figure and large breasts:
a ___ blonde",10/7/2016,buxom,,,
0 6,"noun
An ointment used to promote healing of the skin or as protection:
the wound should be washed with water and then a ___ applied",8/31/2016,salve,,,
,"s__ adjective
Kept secret, especially because it would not be approved of:
low wages were supplemented by ___ payments from tradesmen",10/10/2016,surreptitious,,,
,"noun
A group of lines forming the basic recurring metrical unit in a poem; a verse.
• A group of four lines in some Greek and Latin metres.",10/12/2016,stanza,,,
9 8 9,"Ⅰ noun North American informal offensive
A foreigner, especially a person of SE Asian descent.
Ⅱ noun [mass noun] informal
A sloppy wet or viscous substance:
all that ___ she kept putting on her face",3/1/2016,gook,,,
0,"e__ noun
A large jug with a wide mouth, formerly used for carrying water.",10/11/2016,ewer,,,
,"noun
A short crowbar used by a burglar to force open a window or door.
verb [with object] informal
Force open (a window or door) with a ___:
a burglar ___d his patio doors",10/13/2016,jemmy,(also jimmy/ˈdʒɪmi/),,
oc 12,w__ cautious because aware of or fearing possible danger or problems.,,wary,,,
0 9 18,"noun
A person who hoards wealth and spends as little money as possible:
a typical ___, he hid his money in the house in various places",7/17/2016,miser,,,
oc oc0 17 16,j_4_ n (rather formal) a thing said or done to cause amusement; a joke,,jest,,,
