oc oc0,"n a ditch dug in the ground, eg as a drain or to give soldiers shelter from enemy fire: irrigation ___s ◯The workmen dug a ____ for the new water-pipe. ____ warfare.",5/24/2011,trench,,,
oc oc1,"to enter or cause sb to enter the armed forces; to obtain sth as help, support, etc; to get sb to provide help, support, etc.",,enlist,,,
oc,n (a) [C esp pl] a very wicked or cruel act: Many ___s have been committed against innocent people in wartime.,,atrocity,,,
oc0 20 21 21,"a__ adjective Botany & Entomology
(Chiefly of insects or seeds) having wings or wing-like appendages.",10/11/2015,alate,,,
oc oc0 oc1 oc1 oc1,c___ the state of being in common or general use,,currency,,,
0 oc0 21 20,"adjective
1(Of a post or employee) belonging to a _n_ scheme:
she is not ____ and has no paid holiday
2Outdated or obsolete through age or new developments:
____ computing equipment
a ____ hippy",10/13/2015,superannuated,,,
7,"noun
A small ornament or item of jewellery that is of little value.",4/23/2015,trinket,,/ˈtrɪŋkɪt/,Mid 16th century: of unknown origin
oc oc0 oc1 oc1,s__ to cut sth in two pieces,,sever,,,
,"verb
1 [with object] Blow a current of air through (grain) in order to remove the chaff:
a combine cuts, threshes, and ___s the grain in one operation
• Remove (chaff) from grain:
women ____ the chaff from piles of unhusked rice",7/14/2015,winnow,,,
oc oc0 oc3,m___ adj unhappy and bad-tempered but not saying much: a ____ person/manner/expression.,,morose,,,
,"verb
1 [with object and adverbial of place] Set down heavily or unceremoniously:
she ___d her bag on the table
2 [no object] (____ for) Decide definitely in favour of (one of two or more possibilities):
offered a choice of drinks, he ___d for brandy",7/22/2015,plump2,,,
oc oc0 oc1 oc1,adj ~(in sth) saying openly exactly what one thinks: a ____ critic of the government,,outspoken,,,
oc oc0 oc1 oc1,"n a fault or lack that spoils a person or thing
v to leave a political party, cause, country, etc, and go to another",,defect,,,
oc,"adv 1 with one leg on each side. 2 with legs wide apart
prep with one leg on each side of sth: sitting ____ a horse",,astride,,,
oc oc0 oc1,h__ a sign that sth will happen soon.,,harbinger,,,
oc oc0,"n 1(a) a worker or group of workers who stand outside the entrance to a factory, etc during a strike to try to persuade others not to enter: Five ___s were injured in the scuffle with police. 2 3 a pointed piece of wood set into the ground: a ____ fence. v",5/26/2011,picket,,,
,"noun
1 [mass noun] (also political ____) The protection granted by a state to someone who has left their home country as a political refugee:
she applied for ____ and was granted refugee status",7/29/2015,asylum,,,
oc0 oc1,"c__ noun
A short, wide strip of fabric worn by men round the neck and tucked inside an open-necked shirt.
• historical A tie.",4/7/2015,cravat,,/krəˈvat/,"Mid 17th century: from French cravate, from Cravate 'Croat' (from German Krabat, from Serbian and Croatian Hrvat), because of the scarf worn by Croatian mercenaries in France"
oc0 20,"verb
1 [with object] Sharpen (a blade):
he was carefully ___ing the curved blade
2 [with object] Refine or perfect (something) over a period of time:
some of the best players in the world ___d their skills playing street football",7/10/2015,hone,,,
oc,"not following only one style, set of ideas, etc but choosing from or using a wide range: He has a ____ taste in music.",,eclectic,,,
oc,n 1 an edge or a border of sth that is circular or approximately circular: the ____ of a cup/bowl/lake/volcano + a pair of glasses with gold ___s. 2 the edge of a wheel on which a tyre is fitted. v,5/9/2011,rim,,,
7 20,"verb [with object] (usually as adjective ___d)
Polish (something, especially metal) by rubbing:
highly ___d armour
• Enhance or improve:
a man who took advantage of any opportunity to ____ his image
noun [in singular]
The shine on a highly polished surface.",6/8/2015,burnish,,,
oc oc0 oc1,"i__ adj 1 designed to set buildings, etc on fire: a ____ bomb/device/attack. 2 tending to create public disturbances or violence: ____ words. +____ n a bomb that causes a fire.",10/16/2011,incendiary,,,
oc oc0 oc1 oc2 oc3 oc3 oc2 oc3 19,"s__ v 1(a)(of a vehicle or an engine) to stop suddenly because of not having enough power or speed 2(a) to avoid giving a definite answer or taking action, in order to get more time; to delay 3(a) to prevent sth from happening or progressing",,stall,,,
oc oc0 oc1 oc2 oc3 20 20,ボラ,5/19/2011,mullet,,,
oc oc0 oc1 20,"l___ n a sudden forward movement of the body, eg when trying to attack sb; a thrust. v to make a ___: [Vpr] He ___d wildly at his opponent. [Vp] She __d out with a knife. [also V].",12/4/2011,lunge,,,
