1 10,"___ is one of the first public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and it is different from the decryption key which is kept secret (private). In ___, this asymmetry is based on the practical difficulty of the factorization of the product of two large prime numbers, the ""factoring problem"". ",7/29/2018,RSA, (Rivest–Shamir–Adleman),,
,"In computer security, a ___ (sometimes referred to as a perimeter network) is a physical or logical subnetwork that contains and exposes an organization's external-facing services to an untrusted network, usually a larger network such as the Internet. The purpose of a ___ is to add an additional layer of security to an organization's local area network (LAN): an external network node can access only what is exposed in the ___, while the rest of the organization's network is firewalled.",8/7/2018,DMZ or demilitarized zone,,,
,"The first reported type of network firewall is called a ___. __s act by inspecting packets transferred between computers. When a packet does not match the __'s set of filtering rules, the ___ either drops (silently discards) the packet, or rejects the packet (discards it and generate an Internet Control Message Protocol notification for the sender) else it is allowed to pass.",8/9/2018,packet filter,,,
,"In computer networks, a ___ is a server (a computer system or an application) that acts as an intermediary for requests from clients seeking resources from other servers. A client connects to the ___, requesting some service, such as a file, connection, web page, or other resource available from a different server and the ___ evaluates the request as a way to simplify and control its complexity.",8/10/2018,proxy server,,,
,"A ___, colloquially known as a pen test, is an authorized simulated attack on a computer system, performed to evaluate the security of the system. The test is performed to identify both weaknesses (also referred to as vulnerabilities), including the potential for unauthorized parties to gain access to the system's features and data, as well as strengths, enabling a full risk assessment to be completed.",8/11/2018,penetration test,,,
,"A ___ is a precomputed table for reversing cryptographic hash functions, usually for cracking password hashes. Tables are usually used in recovering a password (or credit card numbers, etc.) up to a certain length consisting of a limited set of characters.",8/20/2018,rainbow table,,,
1 1 5 7 8 9 10 13,"___ is a networking protocol, operating on port 1812 that provides centralized Authentication, Authorization, and Accounting (AAA or Triple A) management for users who connect and use a network service. ___ was developed by Livingston Enterprises, Inc. in 1991 as an access server authentication and accounting protocol and later brought into the Internet Engineering Task Force (IETF) standards.",8/4/2018,Remote Authentication Dial-In User Service, (RADIUS),,
,"l__ In statistics and business, a ___ of some distributions of numbers is the portion of the distribution having a large number of occurrences far from the ""head"" or central part of the distribution. The distribution could involve popularities, random numbers of occurrences of events with various probabilities, etc. The term is often used loosely, with no definition or arbitrary definition, but precise definitions are possible.",9/7/2018,long tail,,,
,"___: initially, writing is done only to the cache. The write to the backing store is postponed until the modified content is about to be replaced by another cache block.",9/12/2018,Write-back, (also called write-behind),,
8,___: write is done synchronously both to the cache and to the backing store.,9/11/2018,Write-through,,,
