,"o__ NOUN

1A lyric poem, typically one in the form of an address to a particular subject, written in varied or irregular metre.
1.1 A classical poem of a kind originally meant to be sung.",3/21/2018,ode,,,
13,"m__ ADJECTIVE

1Sentimental in an exaggerated or false way.
‘a ___ ode to parenthood’
1.1dialect, archaic Having a faint sickly flavour.
‘the ___ smell of warm beer’",3/20/2018,mawkish,,,
0 0 0 11 11 13,"r___ VERB

no object To act or proceed in a boisterous manner; to rollick. Occasionally with object.",12/8/2017,ripsnort,,,
12 13,"t___ ADJECTIVE

(of a remark or idea) lacking originality or freshness; dull on account of overuse.
‘this point may now seem obvious and ___’",3/19/2018,trite,,,
,"1Anatomy 
The outer and usually smaller of the two bones between the knee and the ankle (or the equivalent joints in other terrestrial vertebrates), parallel with the tibia.
2Archaeology 
A brooch or clasp.",3/22/2018,fibula,,,
,"1Anatomy 
The bone of the thigh or upper hindlimb, articulating at the hip and the knee.大腿骨
2Zoology 
The third segment of the leg in insects and some other arthropods, typically the longest and thickest segment.",3/23/2018,femur,,,
,"NOUN
Anatomy 
1A group of small bones between the main part of the hindlimb and the meta___ in terrestrial vertebrates. The seven bones of the human ___ form the ankle and upper part of the foot. They are the talus, calcaneus, navicular, and cuboid, and the three cuneiform bones.足根(骨)
1.1Zoology The shank of the leg of a bird or reptile.ふ蹠
1.2Zoology The foot or fifth joint of the leg of an insect or other arthropod, typically consisting of several small segments and ending in a claw.
2A thin sheet of fibrous connective tissue which supports the edge of each eyelid.",3/24/2018,tarsus,,,
13 12 11 10 11 13,"d__t noun
A stupid person.",2/3/2017,dolt,,,
9,"ADJECTIVE

Feeling or characterized by great anger.
‘a barrage of ___ letters’",1/23/2018,irate,,,
,"NOUN

1An underlying substance or layer.
1.1 The surface or material on or from which an organism lives, grows, or obtains its nourishment.
‘brachiopods attached to the ___ by a stalk’
1.2 The substance on which an enzyme acts.
1.3 A material which provides the surface on which something is deposited or inscribed, for example the silicon wafer used to manufacture integrated circuits.
‘optical disk ___s’",,substrate,,,
12,"ADJECTIVE

1Denoting or relating to the wedge-shaped characters used in the ancient writing systems of Mesopotamia, Persia, and Ugarit, surviving mainly on clay tablets.
‘a ___ inscription’
2Anatomy 
Denoting three bones of the tarsus (ankle) between the navicular bone and the metatarsals.
3Biology 
Wedge-shaped.
‘the eggs are ___’",3/25/2018,cuneiform,,,
,b__ 腕足動物,3/29/2018,brachiopod,,,
,"NOUN

A device used to store an electric charge, consisting of one or more pairs of conductors separated by an insulator.",3/31/2018,capacitor,,,
,"___ is a type of semiconductor memory that uses bistable latching circuitry (flip-flop) to store each bit. ___ exhibits data remanence, but it is still volatile in the conventional sense that data is eventually lost when the memory is not powered.

The term static differentiates ___ from DRAM (dynamic random-access memory) which must be periodically refreshed. ___ is faster and more expensive than DRAM; it is typically used for CPU cache while DRAM is used for a computer's main memory.",4/1/2018,Static random-access memory,,,
12 14,"In computing, ___ is a specialized form of multi-programming for the purpose of copying data between different devices. In contemporary systems it is usually used for mediating between a computer application and a slow peripheral, such as a printer. ___ allows programs to ""hand off"" work to be done by the peripheral and then proceed to other tasks, or do not begin until input has been transcribed. ",3/27/2018,spooling,,,
11,"NOUN
1The main stem of a herbaceous plant.
‘he chewed a ___ of grass’
1.1 The slender attachment or support of a leaf, flower, or fruit.
‘the acorns grow on ___s’
1.2 A ___like support for a sessile animal, or for an organ in an animal.
1.3 A slender support or stem of an object.
‘drinking glasses with long __s’
1.4 (in a vehicle) a lever on the steering column controlling the indicators, lights, etc.
‘the control ___ on the car's fascia’",3/30/2018,stalk,,,
,"f__ NOUN

1A cultivated hazel tree that bears edible oval nuts.
Genus Corylus, family Betulaceae: several species, in particular the Kentish cob (Corylus maxima)ハシバミ
1.1 The nut of the ___ tree.
Also called cob
2A brush with bristles forming a flattened oval head, used in oil painting.",4/3/2018,filbert,,,
,"NOUN

A tall stand with a sloping top to hold a book or notes, from which someone, typically a preacher or lecturer, can read while standing up.",4/4/2018,lectern,,,
,"NOUN
1A detachable covering for the front part of a mobile phone.
2A board or other flat piece of material covering the ends of rafters or other fittings.
2.1British A signboard on the upper part of a shopfront showing the name of the shop.
2.2 (in classical architecture) a long flat surface between mouldings on an architrave.
3British The dashboard of a motor vehicle.
3.1 A board or panel of controls on any piece of equipment.
4Anatomy 
A thin sheath of fibrous tissue enclosing a muscle or other organ.",4/10/2018,fascia,(British facia),/ˈfeɪʃə//ˈfeɪʃɪə/,
11 12 13 14,"_s_ ADJECTIVE

(of a difficulty or obstacle) impossible to overcome.
‘___ financial problems’",12/20/2017,insuperable,,/ɪnˈsuːp(ə)rəb(ə)l/,
,"In electronics, a ___ or latch is a circuit that has two stable states and can be used to store state information. A ___ is a bistable multivibrator. The circuit can be made to change state by signals applied to one or more control inputs and will have one or two outputs. It is the basic storage element in sequential logic. __s and latches are fundamental building blocks of digital electronics systems used in computers, communications, and many other types of systems.",4/11/2018,flip-flop,,,
13,"NOUN

The fruit of the oak tree, a smooth oval nut in a rough cup-shaped base.団栗",4/7/2018,acorn,,,
12,"s__ ADJECTIVE

Biology 
1(of an organism, e.g. a barnacle) fixed in one place; immobile.
‘parrotfish inadvertently graze upon ___ invertebrates when cropping algae’
‘overall body shape is consistent with a ___ habit’
1.1Botany Zoology (of a plant or animal structure) attached directly by its base without a stalk or peduncle.
‘sporangia may be stalked or ___’",4/9/2018,sessile,,,
,"NOUN

Botany 
1The stalk bearing a flower or fruit, or the main stalk of an inflorescence.花梗(かこう),肉茎
Compare with pedicel 
1.1Zoology A stalklike part by which an organ is attached to an animal's body, or by which a barnacle or other sedentary animal is attached to a substrate.",4/19/2018,peduncle,,,
,"Botany 
(in ferns and lower plants) a receptacle in which asexual spores are formed.胞子嚢",4/20/2018,sporangium,plural sporangia,,
10 13,"b__ VERB

[WITH OBJECT]
Fry (food) lightly and then stew it slowly in a closed container.
‘I __d the beef and vegetables the day before’",4/14/2018,braise,,,
10 13,胞子虫,1/15/2018,sporozoan,,,
0 12,"NOUN

1A marine crustacean with an external shell, which attaches itself permanently to a surface and feeds by filtering particles from the water using its modified feathery legs.
Class Cirripedia. See acorn ___, goose ___
蔓脚類
1.1 Used in similes to describe a tenacious person or thing.
‘buses careered along with men hanging from their doors like __s’",4/18/2018,barnacle,,,
,"NOUN

1Any of a number of brightly coloured marine fish with a ___-like beak, which they use to scrape food from coral and other hard surfaces.
a widespread fish of warm seas which may secrete a mucous cocoon to deter predators (family Scaridae: Scarus and other genera).ブダイ
an edible fish of the southern Indian ocean (Oplegnathus conwayi, family Oplegnathidae).
2NZ Australian A brightly coloured marine fish, especially one of the wrasse family.
Several species in the family Labridae",4/22/2018,parrotfish,,,
,"ADJECTIVE

Not resulting from or achieved through deliberate planning.
‘an ___ administrative error occurred that resulted in an overpayment’
‘he was pardoned for ___ manslaughter’",3/24/2018,inadvertent,,,
